Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2022-10-04,US,USA,United States,727709,628959450,616994,65682,264635578,57302,54149,226658744,47536,Admin,,
2022-10-05,US,USA,United States,797679,629757129,626038,71997,264707575,57733,58268,226717012,47659,Admin,,
2022-10-06,US,USA,United States,777999,630535128,634436,70739,264778314,58219,57148,226774160,47641,Admin,,
2022-10-07,US,USA,United States,877814,631412942,641548,79256,264857570,58703,66099,226840259,47745,Admin,,
2022-10-08,US,USA,United States,410115,631823057,645936,38225,264895795,59089,30461,226870720,47920,Admin,,
2022-10-09,US,USA,United States,222397,632045454,647808,23317,264919112,59321,17275,226887995,48016,Admin,,
2022-10-10,US,USA,United States,741564,632787018,650754,65296,264984408,59216,54056,226942051,48208,Admin,,
2022-10-11,US,USA,United States,763542,633550560,655873,67290,265051698,59446,55072,226997123,48340,Admin,,
2022-10-12,US,USA,United States,824063,634374623,659642,74559,265126257,59812,59744,227056867,48551,Admin,,
2022-10-13,US,USA,United States,785001,635159624,660642,71752,265198009,59956,56891,227113758,48514,Admin,,
2022-10-14,US,USA,United States,891898,636051522,662654,80774,265278783,60173,65582,227179340,48440,Admin,,
2022-10-15,US,USA,United States,387507,636439029,659425,36875,265315658,59980,28826,227208166,48207,Admin,,
2022-10-16,US,USA,United States,213187,636652216,658109,22903,265338561,59921,16597,227224763,48110,Admin,,
2022-10-17,US,USA,United States,763940,637416156,661305,71644,265410205,60828,55139,227279902,48264,Admin,,
2022-10-18,US,USA,United States,762575,638178731,661167,69758,265479963,61181,54477,227334379,48179,Admin,,
2022-10-19,US,USA,United States,798688,638977419,657542,74681,265554644,61198,57995,227392374,47930,Admin,,
2022-10-20,US,USA,United States,770493,639747912,655470,71898,265626542,61219,56080,227448454,47814,Admin,,
2022-10-21,US,USA,United States,857460,640605372,650550,79203,265705745,60995,62839,227511293,47422,Admin,,
2022-10-22,US,USA,United States,385028,640990400,650196,36305,265742050,60913,28193,227539486,47331,Admin,,
2022-10-23,US,USA,United States,209544,641199944,649675,22314,265764364,60829,15769,227555255,47213,Admin,,
2022-10-24,US,USA,United States,747316,641947260,647301,69011,265833375,60453,53756,227609011,47016,Admin,,
2022-10-25,US,USA,United States,768556,642715816,648155,70030,265903405,60492,54806,227663817,47063,Admin,,
2022-10-26,US,USA,United States,844834,643560650,654747,76920,265980325,60812,59582,227723399,47289,Admin,,
2022-10-27,US,USA,United States,789043,644349693,657397,71741,266052066,60789,55688,227779087,47233,Admin,,
2022-10-28,US,USA,United States,860676,645210369,657857,77209,266129275,60504,62209,227841296,47143,Admin,,
2022-10-29,US,USA,United States,371805,645582174,655968,34353,266163628,60225,26584,227867880,46913,Admin,,
2022-10-30,US,USA,United States,193902,645776076,653733,19718,266183346,59855,14144,227882024,46681,Admin,,
2022-10-31,US,USA,United States,608416,646384492,633890,57522,266240868,58213,42185,227924209,45028,Admin,,
2022-11-01,US,USA,United States,640148,647024640,615546,61109,266301977,56939,46110,227970319,43786,Admin,,
2022-11-02,US,USA,United States,656703,647681343,588670,65175,266367152,55261,48567,228018886,42212,Admin,,
2022-11-03,US,USA,United States,641737,648323080,567627,65114,266432266,54314,48282,228067168,41154,Admin,,
2022-11-04,US,USA,United States,756729,649079809,552777,75863,266508129,54122,57331,228124499,40458,Admin,,
2022-11-05,US,USA,United States,343240,649423049,548696,34536,266542665,54148,25556,228150055,40311,Admin,,
2022-11-06,US,USA,United States,180259,649603308,546747,20480,266563145,54257,13990,228164045,40289,Admin,,
2022-11-07,US,USA,United States,584476,650187784,543327,59039,266622184,54474,43099,228207144,40419,Admin,,
2022-11-08,US,USA,United States,564752,650752536,532557,58442,266680626,54093,42259,228249403,39869,Admin,,
2022-11-09,US,USA,United States,556135,651308671,518190,58369,266738995,53120,42930,228292333,39064,Admin,,
2022-11-10,US,USA,United States,558061,651866732,506236,58570,266797565,52186,42879,228335212,38292,Admin,,
2022-11-11,US,USA,United States,601188,652467920,484016,59182,266856747,49803,46073,228381285,36684,Admin,,
2022-11-12,US,USA,United States,282595,652750515,475352,29767,266886514,49121,21862,228403147,36156,Admin,,
2022-11-13,US,USA,United States,158884,652909399,472299,19133,266905647,48929,12560,228415707,35952,Admin,,
2022-11-14,US,USA,United States,516543,653425942,462594,53886,266959533,48193,39782,228455489,35478,Admin,,
2022-11-15,US,USA,United States,523884,653949826,456756,55747,267015280,47808,40814,228496303,35271,Admin,,
2022-11-16,US,USA,United States,527964,654477790,452731,56934,267072214,47603,41582,228537885,35079,Admin,,
2022-11-17,US,USA,United States,512090,654989880,446164,56371,267128585,47289,40685,228578570,34765,Admin,,
2022-11-18,US,USA,United States,568075,655557955,441434,61154,267189739,47570,45113,228623683,34628,Admin,,
2022-11-19,US,USA,United States,266986,655824941,439204,29848,267219587,47582,21112,228644795,34521,Admin,,
2022-11-20,US,USA,United States,144989,655969930,437219,18631,267238218,47510,12157,228656952,34464,Admin,,
2022-11-21,US,USA,United States,455415,656425345,428486,52697,267290915,47340,37156,228694108,34088,Admin,,
2022-11-22,US,USA,United States,423822,656849167,414192,47395,267338310,46147,35753,228729861,33365,Admin,,
2022-11-23,US,USA,United States,358895,657208062,390039,41430,267379740,43932,30896,228760757,31839,Admin,,
2022-11-24,US,USA,United States,5908,657213970,317727,1120,267380860,36039,590,228761347,26111,Admin,,
2022-11-25,US,USA,United States,247410,657461380,271918,27286,267408146,31201,18720,228780067,22341,Admin,,
2022-11-26,US,USA,United States,191537,657652917,261139,22326,267430472,30126,15472,228795539,21535,Admin,,
2022-11-27,US,USA,United States,118916,657771833,257415,14958,267445430,29602,10153,228805692,21249,Admin,,
2022-11-28,US,USA,United States,335489,658107322,240282,36850,267482280,27338,27536,228833228,19874,Admin,,
2022-11-29,US,USA,United States,348552,658455874,229530,38617,267520897,26084,29172,228862400,18934,Admin,,
2022-11-30,US,USA,United States,433580,658889454,240199,48487,267569384,27092,37798,228900198,19920,Admin,,
2022-12-01,US,USA,United States,387984,659277438,294781,42166,267611550,32956,33005,228933203,24551,Admin,,
2022-12-02,US,USA,United States,438841,659716279,322128,47250,267658800,35808,37057,228970260,27170,Admin,,
2022-12-03,US,USA,United States,204104,659920383,323924,23211,267682011,35934,16790,228987050,27359,Admin,,
2022-12-04,US,USA,United States,114738,660035121,323327,14626,267696637,35887,9789,228996839,27307,Admin,,
2022-12-05,US,USA,United States,350850,660385971,325521,39448,267736085,36258,28332,229025171,27420,Admin,,
2022-12-06,US,USA,United States,365612,660751583,327958,40039,267776124,36461,29468,229054639,27463,Admin,,
2022-12-07,US,USA,United States,376109,661127692,319748,41808,267817932,35507,30697,229085336,26448,Admin,,
2022-12-08,US,USA,United States,379239,661506931,318499,41655,267859587,35434,31286,229116622,26203,Admin,,
2022-12-09,US,USA,United States,426504,661933435,316737,45879,267905466,35238,34365,229150987,25818,Admin,,
2022-12-10,US,USA,United States,215843,662149278,318414,24695,267930161,35450,16983,229167970,25846,Admin,,
2022-12-11,US,USA,United States,124080,662273358,319748,15975,267946136,35643,10186,229178156,25902,Admin,,
2022-12-12,US,USA,United States,366639,662639997,322004,41170,267987306,35889,29146,229207302,26019,Admin,,
2022-12-13,US,USA,United States,368284,663008281,322385,41932,268029238,36159,29256,229236558,25988,Admin,,
2022-12-14,US,USA,United States,349758,663358039,318621,40429,268069667,35962,28828,229265386,25721,Admin,,
2022-12-15,US,USA,United States,324009,663682048,310731,38267,268107934,35478,26034,229291420,24971,Admin,,
2022-12-16,US,USA,United States,380625,664062673,304177,42224,268150158,34956,30502,229321922,24419,Admin,,
2022-12-17,US,USA,United States,197222,664259895,301517,23413,268173571,34773,16702,229338624,24379,Admin,,
2022-12-18,US,USA,United States,113955,664373850,300070,15695,268189266,34733,9974,229348598,24349,Admin,,
2022-12-19,US,USA,United States,337636,664711486,295927,40862,268230128,34689,28174,229376772,24210,Admin,,
2022-12-20,US,USA,United States,317453,665028939,288665,39323,268269451,34316,27519,229404291,23962,Admin,,
2022-12-21,US,USA,United States,288962,665317901,279980,38004,268307455,33970,25964,229430255,23553,Admin,,
2022-12-22,US,USA,United States,229178,665547079,266433,31950,268339405,33067,20749,229451004,22798,Admin,,
2022-12-23,US,USA,United States,153574,665700653,233997,22460,268361865,30244,14334,229465338,20488,Admin,,
2022-12-24,US,USA,United States,38972,665739625,211390,6693,268368558,27855,4172,229469510,18698,Admin,,
2022-12-25,US,USA,United States,2556,665742181,195476,1222,268369780,25788,166,229469676,17297,Admin,,
2022-12-26,US,USA,United States,110217,665852398,162987,18641,268388421,22613,10144,229479820,14721,Admin,,
2022-12-27,US,USA,United States,266544,666118942,155715,37317,268425738,22327,24947,229504767,14354,Admin,,
2022-12-28,US,USA,United States,261645,666380587,151812,36202,268461940,22069,24284,229529051,14114,Admin,,
2022-12-29,US,USA,United States,264355,666644942,156838,36589,268498529,22732,24247,229553298,14613,Admin,,
2022-12-30,US,USA,United States,243635,666888577,169703,32853,268531382,24217,22227,229575525,15741,Admin,,
2022-12-31,US,USA,United States,63664,666952241,173231,9857,268541239,24669,5113,229580638,15875,Admin,,
2023-01-01,US,USA,United States,9990,666962231,174293,2280,268543519,24820,772,229581410,15962,Admin,,
2023-01-02,US,USA,United States,123959,667086190,176256,20199,268563718,25042,11705,229593115,16185,Admin,,
2023-01-03,US,USA,United States,228533,667314723,170826,32379,268596097,24337,22834,229615949,15883,Admin,,
2023-01-04,US,USA,United States,217330,667532053,164495,31555,268627652,23673,21481,229637430,15483,Admin,,
2023-01-05,US,USA,United States,227803,667759856,159273,32563,268660215,23098,22368,229659798,15214,Admin,,
2023-01-06,US,USA,United States,272773,668032629,163436,36621,268696836,23636,26424,229686222,15814,Admin,,
2023-01-07,US,USA,United States,134303,668166932,173527,19213,268716049,24973,12637,229698859,16889,Admin,,
2023-01-08,US,USA,United States,68870,668235802,181939,11111,268727160,26234,6497,229705356,17707,Admin,,
2023-01-09,US,USA,United States,206269,668442071,193697,29289,268756449,27533,19656,229725012,18842,Admin,,
2023-01-10,US,USA,United States,203017,668645088,190052,28359,268784808,26959,20101,229745113,18452,Admin,,
2023-01-11,US,USA,United States,200453,668845541,187641,28814,268813622,26567,19716,229764829,18200,Admin,,
2023-01-12,US,USA,United States,197394,669042935,183297,28116,268841738,25932,19524,229784353,17794,Admin,,
2023-01-13,US,USA,United States,221452,669264387,175965,30583,268872321,25069,21762,229806115,17128,Admin,,
2023-01-14,US,USA,United States,103531,669367918,171569,15169,268887490,24492,9647,229815762,16700,Admin,,
2023-01-15,US,USA,United States,47591,669415509,168530,8487,268895977,24117,4350,229820112,16394,Admin,,
2023-01-16,US,USA,United States,113064,669528573,155215,16763,268912740,22327,10976,229831088,15154,Admin,,
2023-01-17,US,USA,United States,150967,669679540,147779,23335,268936075,21610,16216,229847304,14599,Admin,,
2023-01-18,US,USA,United States,147176,669826716,140168,23250,268959325,20815,15475,229862779,13993,Admin,,
2023-01-19,US,USA,United States,141219,669967935,132143,23063,268982388,20093,15055,229877834,13354,Admin,,
2023-01-20,US,USA,United States,157321,670125256,122981,24913,269007301,19283,16423,229894257,12592,Admin,,
2023-01-21,US,USA,United States,64963,670190219,117472,11604,269018905,18774,6621,229900878,12159,Admin,,
2023-01-22,US,USA,United States,30876,670221095,115084,6508,269025413,18491,3006,229903884,11967,Admin,,
2023-01-23,US,USA,United States,119571,670340666,116013,20195,269045608,18981,12610,229916494,12201,Admin,,
2023-01-24,US,USA,United States,122922,670463588,112007,20021,269065629,18508,13718,229930212,11844,Admin,,
2023-01-25,US,USA,United States,114995,670578583,107410,20067,269085696,18053,13096,229943308,11504,Admin,,
2023-01-26,US,USA,United States,120530,670699113,104454,20602,269106298,17701,13657,229956965,11304,Admin,,
2023-01-27,US,USA,United States,130959,670830072,100688,21179,269127477,17168,15040,229972005,11107,Admin,,
2023-01-28,US,USA,United States,52513,670882585,98909,9711,269137188,16898,5881,229977886,11001,Admin,,
2023-01-29,US,USA,United States,27096,670909681,98369,6167,269143355,16849,3004,229980890,11001,Admin,,
2023-01-30,US,USA,United States,101040,671010721,95722,18311,269161666,16580,11409,229992299,10829,Admin,,
2023-01-31,US,USA,United States,102498,671113219,92804,17737,269179403,16253,11943,230004242,10576,Admin,,
2023-02-01,US,USA,United States,99647,671212866,90612,17434,269196837,15877,11747,230015989,10383,Admin,,
2023-02-02,US,USA,United States,99377,671312243,87590,17542,269214379,15440,12022,230028011,10149,Admin,,
2023-02-03,US,USA,United States,111727,671423970,84843,19284,269233663,15169,13761,230041772,9967,Admin,,
2023-02-04,US,USA,United States,46488,671470458,83982,9200,269242863,15096,5629,230047401,9931,Admin,,
2023-02-05,US,USA,United States,25048,671495506,83689,5820,269248683,15047,2927,230050328,9920,Admin,,
2023-02-06,US,USA,United States,94090,671589596,82696,17912,269266595,14990,11086,230061414,9874,Admin,,
2023-02-07,US,USA,United States,95211,671684807,81655,17290,269283885,14926,11476,230072890,9807,Admin,,
2023-02-08,US,USA,United States,93328,671778135,80753,16734,269300619,14826,11386,230084276,9755,Admin,,
2023-02-09,US,USA,United States,91407,671869542,79614,16291,269316910,14647,11451,230095727,9674,Admin,,
2023-02-10,US,USA,United States,99984,671969526,77937,17146,269334056,14342,12588,230108315,9506,Admin,,
2023-02-11,US,USA,United States,42413,672011939,77354,8331,269342387,14218,5019,230113334,9419,Admin,,
2023-02-12,US,USA,United States,18755,672030694,76455,4329,269346716,14005,2127,230115461,9305,Admin,,
2023-02-13,US,USA,United States,79338,672110032,74348,14815,269361531,13562,9433,230124894,9069,Admin,,
2023-02-14,US,USA,United States,74100,672184132,71332,13898,269375429,13078,9299,230134193,8758,Admin,,
2023-02-15,US,USA,United States,82901,672267033,69843,15384,269390813,12885,10609,230144802,8647,Admin,,
2023-02-16,US,USA,United States,79028,672346061,68074,14855,269405668,12680,9773,230154575,8407,Admin,,
2023-02-17,US,USA,United States,88440,672434501,66425,15687,269421355,12471,10882,230165457,8163,Admin,,
2023-02-18,US,USA,United States,34090,672468591,65236,7033,269428388,12286,3928,230169385,8007,Admin,,
2023-02-19,US,USA,United States,17733,672486324,65090,4092,269432480,12252,1949,230171334,7982,Admin,,
2023-02-20,US,USA,United States,62337,672548661,62661,11520,269444000,11781,7407,230178741,7692,Admin,,
2023-02-21,US,USA,United States,76008,672624669,62934,14620,269458620,11884,9768,230188509,7759,Admin,,
2023-02-22,US,USA,United States,71942,672696611,61368,13595,269472215,11629,9229,230197738,7562,Admin,,
2023-02-23,US,USA,United States,70699,672767310,60178,13817,269486032,11481,9027,230206765,7456,Admin,,
2023-02-24,US,USA,United States,79033,672846343,58835,14564,269500596,11320,10354,230217119,7380,Admin,,
2023-02-25,US,USA,United States,31860,672878203,58516,6740,269507336,11278,3853,230220972,7370,Admin,,
2023-02-26,US,USA,United States,16581,672894784,58351,3913,269511249,11253,1934,230222906,7367,Admin,,
2023-02-27,US,USA,United States,71968,672966752,59727,14343,269525592,11656,9156,230232062,7617,Admin,,
2023-02-28,US,USA,United States,72009,673038761,59156,13823,269539415,11542,9584,230241646,7591,Admin,,
2023-03-01,US,USA,United States,71437,673110198,59084,14164,269553579,11623,9621,230251267,7647,Admin,,
2023-03-02,US,USA,United States,70242,673180440,59019,14061,269567640,11658,9157,230260424,7666,Admin,,
2023-03-03,US,USA,United States,78167,673258607,58895,15007,269582647,11722,10699,230271123,7715,Admin,,
2023-03-04,US,USA,United States,31710,673290317,58873,6667,269589314,11711,3882,230275005,7719,Admin,,
2023-03-05,US,USA,United States,16682,673306999,58888,4056,269593370,11732,2007,230277012,7729,Admin,,
2023-03-06,US,USA,United States,66726,673373725,58139,13621,269606991,11628,8590,230285602,7649,Admin,,
2023-03-07,US,USA,United States,67772,673441497,57534,13444,269620435,11574,8834,230294436,7541,Admin,,
2023-03-08,US,USA,United States,66464,673507961,56823,13288,269633723,11449,9014,230303450,7455,Admin,,
2023-03-09,US,USA,United States,65648,673573609,56167,13020,269646743,11300,8781,230312231,7401,Admin,,
2023-03-10,US,USA,United States,72024,673645633,55289,14244,269660987,11191,9934,230322165,7292,Admin,,
2023-03-11,US,USA,United States,29873,673675506,55027,6944,269667931,11231,3574,230325739,7248,Admin,,
2023-03-12,US,USA,United States,15653,673691159,54880,4195,269672126,11251,1779,230327518,7215,Admin,,
2023-03-13,US,USA,United States,61452,673752611,54127,12752,269684878,11127,7734,230335252,7093,Admin,,
2023-03-14,US,USA,United States,60216,673812827,53047,12574,269697452,11002,8008,230343260,6975,Admin,,
2023-03-15,US,USA,United States,63872,673876699,52677,13370,269710822,11014,8299,230351559,6873,Admin,,
2023-03-16,US,USA,United States,61505,673938204,52085,12662,269723484,10963,8198,230359757,6789,Admin,,
2023-03-17,US,USA,United States,66662,674004866,51319,13767,269737251,10895,8746,230368503,6620,Admin,,
2023-03-18,US,USA,United States,27070,674031936,50919,6509,269743760,10833,3207,230371710,6567,Admin,,
2023-03-19,US,USA,United States,14316,674046252,50728,4136,269747896,10824,1649,230373359,6549,Admin,,
2023-03-20,US,USA,United States,60222,674106474,50552,13445,269761341,10923,7872,230381231,6568,Admin,,
2023-03-21,US,USA,United States,59759,674166233,50487,12789,269774130,10954,8184,230389415,6594,Admin,,
2023-03-22,US,USA,United States,59205,674225438,49820,12764,269786894,10867,8027,230397442,6555,Admin,,
2023-03-23,US,USA,United States,58319,674283757,49365,12213,269799107,10803,7919,230405361,6515,Admin,,
2023-03-24,US,USA,United States,65076,674348833,49138,13422,269812529,10754,8829,230414190,6527,Admin,,
2023-03-25,US,USA,United States,25501,674374334,48914,6025,269818554,10685,3313,230417503,6542,Admin,,
2023-03-26,US,USA,United States,14363,674388697,48921,3922,269822476,10654,1622,230419125,6538,Admin,,
2023-03-27,US,USA,United States,56004,674444701,48318,12123,269834599,10465,7403,230426528,6471,Admin,,
2023-03-28,US,USA,United States,56758,674501459,47889,12599,269847198,10438,7875,230434403,6427,Admin,,
2023-03-29,US,USA,United States,57808,674559267,47690,12795,269859993,10443,7997,230442400,6423,Admin,,
2023-03-30,US,USA,United States,56436,674615703,47421,12230,269872223,10445,7510,230449910,6364,Admin,,
2023-03-31,US,USA,United States,58884,674674587,46536,12294,269884517,10284,8050,230457960,6253,Admin,,
2023-04-01,US,USA,United States,21795,674696382,46007,5315,269889832,10183,2709,230460669,6167,Admin,,
2023-04-02,US,USA,United States,12184,674708566,45696,3532,269893364,10127,1432,230462101,6139,Admin,,
2023-04-03,US,USA,United States,50536,674759102,44914,11658,269905022,10060,6562,230468663,6019,Admin,,
2023-04-04,US,USA,United States,51361,674810463,44143,11965,269916987,9970,6684,230475347,5849,Admin,,
2023-04-05,US,USA,United States,50846,674861309,43149,11852,269928839,9835,6868,230482215,5688,Admin,,
2023-04-06,US,USA,United States,51872,674913181,42497,11974,269940813,9799,6971,230489186,5611,Admin,,
2023-04-07,US,USA,United States,47566,674960747,40880,10873,269951686,9596,6761,230495947,5427,Admin,,
2023-04-08,US,USA,United States,21596,674982343,40852,5865,269957551,9674,2719,230498666,5428,Admin,,
2023-04-09,US,USA,United States,6200,674988543,39997,2880,269960431,9581,850,230499516,5345,Admin,,
2023-04-10,US,USA,United States,49449,675037992,39841,11474,269971905,9555,6781,230506297,5376,Admin,,
2023-04-11,US,USA,United States,49214,675087206,39535,11439,269983344,9480,6997,230513294,5421,Admin,,
2023-04-12,US,USA,United States,48802,675136008,39243,11656,269995000,9452,6748,230520042,5404,Admin,,
2023-04-13,US,USA,United States,46454,675182462,38469,10591,270005591,9254,6371,230526413,5318,Admin,,
2023-04-14,US,USA,United States,49824,675232286,38791,11010,270016601,9274,7085,230533498,5364,Admin,,
2023-04-15,US,USA,United States,19694,675251980,38520,5710,270022311,9251,2591,230536089,5346,Admin,,
2023-04-16,US,USA,United States,9891,675261871,39047,3251,270025562,9304,1157,230537246,5390,Admin,,
2023-04-17,US,USA,United States,42586,675304457,38066,10185,270035747,9120,6067,230543313,5288,Admin,,
2023-04-18,US,USA,United States,43446,675347903,37242,9526,270045273,8847,5775,230549088,5113,Admin,,
2023-04-19,US,USA,United States,43433,675391336,36475,8279,270053552,8365,4649,230553737,4814,Admin,,
2023-04-20,US,USA,United States,58725,675450061,38228,8979,270062531,8134,5121,230558858,4635,Admin,,
2023-04-21,US,USA,United States,79992,675530053,42538,10411,270072942,8049,5917,230564775,4468,Admin,,
2023-04-22,US,USA,United States,43367,675573420,45920,5673,270078615,8043,2514,230567289,4457,Admin,,
2023-04-23,US,USA,United States,25733,675599153,48183,3570,270082185,8089,1290,230568579,4476,Admin,,
2023-04-24,US,USA,United States,85132,675684285,54261,10718,270092903,8165,5778,230574357,4435,Admin,,
2023-04-25,US,USA,United States,84228,675768513,60087,11381,270104284,8430,5617,230579974,4412,Admin,,
2023-04-26,US,USA,United States,88165,675856678,66477,11620,270115904,8907,5810,230585784,4578,Admin,,
2023-04-27,US,USA,United States,89827,675946505,70921,11142,270127046,9216,5889,230591673,4688,Admin,,
2023-04-28,US,USA,United States,97107,676043612,73366,11360,270138406,9352,6279,230597952,4740,Admin,,
2023-04-29,US,USA,United States,39915,676083527,72872,5853,270144259,9378,2377,230600329,4720,Admin,,
2023-04-30,US,USA,United States,24035,676107562,72630,4273,270148532,9478,1259,230601588,4716,Admin,,
2023-05-01,US,USA,United States,90630,676198192,73415,11909,270160441,9648,5393,230606981,4661,Admin,,
2023-05-02,US,USA,United States,94425,676292617,74872,12504,270172945,9809,5555,230612536,4652,Admin,,
2023-05-03,US,USA,United States,97533,676390150,76210,12073,270185018,9873,5502,230618038,4608,Admin,,
2023-05-04,US,USA,United States,103465,676493615,78159,12169,270197187,10020,5812,230623850,4597,Admin,,
2023-05-05,US,USA,United States,105724,676599339,79390,11810,270208997,10084,6011,230629861,4558,Admin,,
2023-05-06,US,USA,United States,40672,676640011,79498,5756,270214753,10071,2203,230632064,4534,Admin,,
2023-05-07,US,USA,United States,21386,676661397,79119,3996,270218749,10031,1075,230633139,4507,Admin,,
2023-05-08,US,USA,United States,55634,676717031,74120,6965,270225714,9325,3258,230636397,4202,Admin,,
2023-05-09,US,USA,United States,11751,676728782,62309,1467,270227181,7748,951,230637348,3545,Admin,,
